Spring Mobile - AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comp,1/31/2016,,8/27/2017,,,,NA
Store #,Store Name,Address,City,State,Zip,Market,Region,District,State,Open Date,Market VP,Region Director,District Manager,,Classification,Acquisition Name,Store Tier, Sq Ft , Sq Ft Range ,Closed Date,Status,Attribute,Base?,Comp?,Same?,,,1396,,,,Same,8/28/2016,,,,,,Base
2003,Brookings,"16261 Hwy 101 S, Ste 2-3",Brookings,OR,97415,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,3,"1,950", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2004,Cascade Station,"10025 NE Cascades Parkway, Ste S-4E",Portland,OR,97238,West Market,OR/CA Region,Portland/Vancouver,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,2,"2,000", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2005,Cedar Hills,3155 SW Cedar Hills Blvd,Beaverton,OR,97005,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,3,"2,121", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2006,Central Point,"1350 Plaza Dr, Ste A",Central Point,OR,97502,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,4,"2,515", 2500-3000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2007,Coburg Road,"460 Coburg Rd, Ste 306",Eugene,OR,97401,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,4,"1,577", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2008,Corvallis,335 NW 4th Street,Corvallis,OR,97330,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,4,"2,358", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2009,Eugene Willamette,"2868 Willamette St, Ste 100",Eugene,OR,97405,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,3,"2,700", 2500-3000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2010,Florence,1680 Oregon Hwy 126,Florence,OR,97439,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,4,"2,055", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2011,Grants Pass,150 NE Agness Ave,Grants Pass,OR,97526,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,2,"5,184", Above 3000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2012,Gresham,2069 NE Burnside Rd,Gresham,OR,97030,West Market,OR/CA Region,Portland/Vancouver,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,4,"1,400", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2013,Hermiston,822 S Hwy 395,Hermiston,OR,97838,West Market,Northwest Region,Tri-Cities,Oregon,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,4,"1,450", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,5,,,,,,,,,,,,,
2014,Hood River,1802 Cascade Ave,Hood River,OR,97031,West Market,OR/CA Region,Portland/Vancouver,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,3,"2,109", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2016,Keizer Station,"6328 Keizer Station Blvd NE, Ste 501",Keizer,OR,97303,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,2,"1,856", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2017,Klamath Falls,"3430 Washburn Way, Ste A",Klamath Falls,OR,97603,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,4,"1,300", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2018,McLoughlin,,,,,West Market,,,Oregon,11/22/2017,Jon Betts,,,,WS,FY2017,3,,,,Pre-Open,WS - FY2017,,,,,,,,,,,,,,,,,
2019,Milwaukie OR,"10983 SE Oak St, Ste 107",Milwaukie,OR,97222,West Market,OR/CA Region,Portland/Vancouver,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,3,"1,500", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2020,Newport,2015 N Coast Hwy,Newport,OR,97365,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,2,"2,000", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2021,North Bend,"1611 Virginia Ave, Ste 136A",North Bend,OR,97459,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,1,"2,850", 2500-3000 ,,Open,Acquisition - Smart Wireless,,x,x,1,,,,,,,,,,,,,
2023,Oregon City,"19502 Molalla Ave, Ste 107",Oregon City,OR,97045,West Market,OR/CA Region,Portland/Vancouver,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,3,"1,400", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2024,Progress Ridge,"14900 SW Barrows Road, Suite G106",Beaverton,OR,97007,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,3,"1,663", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2025,Redmond OR,946 SW Veterans Way,Redmond,OR,97756,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,4,"1,880", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2026,Valley River Center,"520 Valley River Center, #K5",Eugene,OR,97401,West Market,OR/CA Region,Oregon South,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Thomas Devinney,,Acquisition,Smart Wireless,5,150, 0-500 ,9/30/2017,Open,Acquisition - Smart Wireless,,x,x,5,,,,,,,,,,,,,
2027,West Salem,"505 Taggart Drive, Ste A110",Salem,OR,97304,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,4,"1,800", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2028,Arlington WA,"3617 172nd St NE, Ste 2",Arlington,WA,98223,West Market,Northwest Region,WA North,Washington,11/1/2015,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Smart Wireless,4,"2,400", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2029,Battle Ground,"2312 W. Main St, Ste 107",Battle Ground,WA,98604,West Market,OR/CA Region,Portland/Vancouver,Washington,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,4,"1,297", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2030,Bothell,"20611 Bothell Everett Hwy, Ste F",Bothell,WA,98012,West Market,Northwest Region,WA North,Washington,11/1/2015,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Smart Wireless,3,"1,487", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2031,Centralia,1212 Lum Road,Centralia,WA,98531,West Market,Northwest Region,WA South,Washington,11/1/2015,Jon Betts,Jeremy Berg,TBD,,Acquisition,Smart Wireless,2,"4,111", Above 3000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2032,Ellensburg,702 N Main Street,Ellensburg,WA,98926,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,2,700, 500-1000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2033,The Commons,"1838 S Commons, Ste A-28",Federal Way,WA,98003,West Market,Northwest Region,SeaTac,Washington,11/1/2015,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Smart Wireless,3,990, 500-1000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2034,Hazel Dell,7720 NE Hwy 99,Vancouver,WA,98665,West Market,OR/CA Region,Portland/Vancouver,Washington,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,4,"1,833", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2035,Columbia Center Kiosk,"1321 N Columbia Center Blvd, Ste K109",Kennewick,WA,99336,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,4,150, 0-500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2036,Kennewick,"4008 W 27th Avenue, Ste 102",Kennewick,WA,99337,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,3,"1,500", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2037,Lake Stevens,"8933 Market Place NE, Ste J",Lake Stevens,WA,98258,West Market,Northwest Region,WA North,Washington,11/1/2015,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Smart Wireless,4,"1,293", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2038,Moses Lake,933 N Stratford Rd,Moses Lake,WA,98837,West Market,Northwest Region,WA East,Washington,11/1/2015,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Smart Wireless,1,"1,955", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,1,,,,,,,,,,,,,
2039,Omak,201 N Main Street,Omak,WA,98841,West Market,Northwest Region,WA East,Washington,11/1/2015,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Smart Wireless,P,"2,000", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,1,,,,,,,,,,,,,
2040,Pasco,"5325 N Road 68, Ste 1",Pasco,WA,99301,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,2,"1,606", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2041,Fredrickson,"5604 176th Street E, Ste F107",Puyallup,WA,98375,West Market,Northwest Region,WA/AK,Washington,11/1/2015,Jon Betts,Jeremy Berg,John Hofer,,Acquisition,Smart Wireless,5,"1,414", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,5,,,,,,,,,,,,,
2042,Renton,17234 140th Ave SE,Renton,WA,98058,West Market,Northwest Region,SeaTac,Washington,11/1/2015,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Smart Wireless,4,"2,277", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2043,Richland,"2665 Queensgate Dr, Ste D7",Richland,WA,99352,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,4,"1,610", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2044,Salmon Creek,"910 NE Tenney Road, Ste 127",Vancouver,WA,98685,West Market,OR/CA Region,Portland/Vancouver,Washington,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,2,"2,800", 2500-3000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2045,Camas,"3415 SE 192nd Ave, Ste 110",Vancouver,WA,98683,West Market,OR/CA Region,Portland/Vancouver,Washington,11/1/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,Acquisition,Smart Wireless,4,"1,755", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,5,,,,,,,,,,,,,
2046,South Hill Mall,"3500 S Meridian Street, Ste 525",Puyallup,WA,98373,West Market,Northwest Region,WA/AK,Washington,11/1/2015,Jon Betts,Jeremy Berg,John Hofer,,Acquisition,Smart Wireless,4,"1,124", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2047,Spokane,4338 S Regal,Spokane,WA,99223,West Market,Northwest Region,WA East,Washington,11/1/2015,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Smart Wireless,3,"2,400", 2000-2500 ,,Open,Acquisition - Smart Wireless,,x,x,3,,,,,,,,,,,,,
2048,Spokane Valley,"4902 E Sprague Ave, Ste E",Spokane Valley,WA,99212,West Market,Northwest Region,WA East,Washington,11/1/2015,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Smart Wireless,5,"1,773", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,5,,,,,,,,,,,,,
2049,Lincoln Ave,"2810 E Lincoln Avenue, Ste F",Sunnyside,WA,98944,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,2,"1,348", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2050,The Outlet Collection Mall,"1101 Outlet Collection Way, Ste 1156",Auburn,WA,98001,West Market,Northwest Region,SeaTac,Washington,11/1/2015,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Smart Wireless,3,"1,202", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2051,Vancouver Mall,"8700 NE Vancouver Mall Dr, Ste 266A",Vancouver,WA,98662,,,,Washington,11/1/2015,,,,,Acquisition,Smart Wireless,,,,1/31/2017,Closed,Acquisition - Smart Wireless,,,,,,,,,,,,,,,,,
2052,Walla Walla,"640 S 9th Ave, Ste E",Walla Walla,WA,99362,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,4,"1,440", 1000-1500 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2053,Yakima,"901 W Yakima Ave, Ste 4B",Yakima,WA,98902,West Market,Northwest Region,Tri-Cities,Washington,11/1/2015,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Smart Wireless,2,"1,656", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,2,,,,,,,,,,,,,
2054,Lincoln City,900 SE Hwy 101,Lincoln City,OR,97367,West Market,OR/CA Region,Oregon Central,Oregon,11/1/2015,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,Acquisition,Smart Wireless,4,"1,702", 1500-2000 ,,Open,Acquisition - Smart Wireless,,x,x,4,,,,,,,,,,,,,
2055,Auburn WA,1201 15th Street SW,Auburn,WA,98010,West Market,Northwest Region,SeaTac,Washington,4/27/2016,Jon Betts,Jeremy Berg,Kasidee Ridlon,,WS,FY2016,4,"1,488", 1000-1500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
2056,Canby Square,1075 Southwest 1st Ave,Canby,OR,97013,West Market,OR/CA Region,Portland/Vancouver,Oregon,12/9/2015,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,WS,FY2015,4,"1,500", 1000-1500 ,,Open,WS - FY2015,,x,x,4,,,,,,,,,,,,,
2057,Newberg,"2401 E Portland Rd, Ste A2",Newberg,OR,97132,West Market,OR/CA Region,Oregon Central,Oregon,7/14/2016,Jon Betts,Ritchie Herkenhoff,Jeff Huebner,,WS,FY2016,3,"1,496", 1000-1500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
2058,Yakima Nob Hill,"2412 West Nob Hill Blvd, Ste 102",Yakima,WA,98902,West Market,Northwest Region,Tri-Cities,Washington,6/7/2017,Jon Betts,Jeremy Berg,Dallas Burnside,,WS,FY2017,4,"1,734",1500-2000,,Open,WS - FY2017,,,,4,,,,,,,,,,,,,
2059,Marysville,"319 State Ave, Ste 103",Marysville,WA,98270,West Market,Northwest Region,WA North,Washington,6/29/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,WS,FY2016,4,"1,183", 1000-1500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
2060,Johnson Creek,"10413 SE 82nd Ave, Ste 2",Portland,OR,97086,West Market,OR/CA Region,Portland/Vancouver,Oregon,3/8/2017,Jon Betts,Ritchie Herkenhoff,Gavin Mallett,,WS,FY2017,3,"2,336",2000-2500,,Open,WS - FY2017,,,,4,,,,,,,,,,,,,
2100,Bloomingdale,"383 W Army Trail Rd, Suite 800",Bloomingdale,IL,60108,Central Market,Chicago Region,Chicago Central,Illinois,6/1/2016,Josh Heck,Jeremiah Wyka,Becky Ceja,,Acquisition,Midwest Cellular,3,"2,022", 2000-2500 ,,Open,Acquisition - Midwest Cellular,,,x,3,,,,,,,,,,,,,
2101,Bloomington Veterans,2109 Veterans Pky,Bloomington,IL,61704,Central Market,WISILLIN Region,Illinois East,Illinois,6/1/2016,Josh Heck,Scott Gregory,Sam Hall,,Acquisition,Midwest Cellular,1,"2,062", 2000-2500 ,,Open,Acquisition - Midwest Cellular,,,x,2,,,,,,,,,,,,,
2102,Bolingbrook,1233 W Boughton Rd,Bolingbrook,IL,60440,Central Market,Chicago Region,Chicago West,Illinois,6/1/2016,Josh Heck,Jeremiah Wyka,Tyler J Stoker,,Acquisition,Midwest Cellular,3,"1,734", 1500-2000 ,,Open,Acquisition - Midwest Cellular,,,x,4,,,,,,,,,,,,,
